UPC,Store,price_ship_sum,cond,URL
VIP?074711540353,VIP?Swingline?S7054035C,4.99,New,https://www.ebay.com/itm/Swingline-54035-12-Pc-11-1-2-in-Medium-Rubber-Finger-Tips-Amber-New/392361741288?hash=item5b5a950be8:g:ckwAAOSwd7RdQC8C
VIP?078731903297,VIP?Dixie?KM207,5.99,New,https://www.ebay.com/itm/Dixie-KM207-100-Pc-Medium-Weight-Knife-Plastic-Cutlery-White-New/333281741772?hash=item4d9923cbcc:g:PjsAAOSwK39dQCXG
VIP?072512076378,VIP?Pentel?C27BPHB3K6,6.99,New,https://www.ebay.com/itm/Pentel-C27BPHB3K6-3-Tube-0-7mm-Super-Hi-Polymer-HB-Lead-Refills-Black-New/333278513649?hash=item4d98f289f1:g:choAAOSwR11dPFtL
VIP?078787132344,VIP?Oxford?13234EE,6.99,New,https://www.ebay.com/itm/Oxford-13234-11-in-x-17-in-3-in-Cap-Pressboard-Report-Cover-Red-New/392359754905?hash=item5b5a76bc99:g:3mcAAOSwvrddPhPN
VIP?078541287082,VIP?MMF Industries?28708,6.99,New,https://www.ebay.com/itm/MMF-Industries-28708-Secure-A-Pen-Replacement-Ballpoint-Counter-Pen-Blue-New/392585891456?hash=item5b67f14e80:g:FGoAAOSwdgtdQCqE
VIP?644632902532,VIP?Eco-Products?EP-P016PK,8.99,New,https://www.ebay.com/itm/Eco-Products-EPP016PK-50-Pc-6-in-Renewable-Compostable-Sugarcane-Plates-New/333281741877?hash=item4d9923cc35:g:RroAAOSwhQJdQCXQ
VIP?078541289086,VIP?MMF Industries?28908,8.99,New,https://www.ebay.com/itm/MMF-Industries-28908-Secure-A-Pen-Ballpoint-Counter-Pen-w-Base-Blue-New/392592899538?hash=item5b685c3dd2:g:zGAAAOSwxDBdQCqO
VIP?042167809515,VIP?Office Impressions?OFF-80951,9.99,New,https://www.ebay.com/itm/Office-Impressions-OFF-80951-Round-Ring-View-Binder-1-2-Capacity-BLK/392487793078?hash=item5b621871b6:g:2xUAAOSw~QNdMeh3
VIP?078541303065,VIP?SteelMaster?201300006,9.99,New,https://www.ebay.com/itm/SteelMaster-201300006-20-Pack-Plastic-Slotted-Rack-Key-Tags-White-New/392774947108?hash=item5b73361124:g:X~MAAOSwqRFeosTE
VIP?073502032138,VIP?Hoover Commercial?AH20075,9.99,New,https://www.ebay.com/itm/Hoover-Commercial-AH20075-2-Pc-Replacement-Belt-for-Guardsman-Vac-Cleaner-New/283564897917?hash=item4205c8f67d:g:Vg4AAOSwr-ZdQCdo
VIP?045242218370,VIP?Milwaukee?49-94-4510,10.09,New,https://www.ebay.com/itm/Milwaukee-49944510-4-1-2-in-Type-27-High-Quality-and-Durable-Grinding-Wheel-New/282356310417?hash=item41bdbf6191:g:VngAAOSwx0hdMaDI
VIP?000346339581,VIP?Bosch?SR5R060,10.99,New,https://www.ebay.com/itm/Bosch-5-Pc-5-in-60-Grit-Sanding-Discs-for-Wood-SR5R060-New/391722279848?hash=item5b3477a3a8:m:mUC7JaXJkTLXr7SMdNXtA4g
VIP?000346339642,VIP?Bosch?SR5R120,10.99,New,https://www.ebay.com/itm/Bosch-5-Pc-5-in-120-Grit-Sanding-Discs-for-Wood-SR5R120-New/391778499196?hash=item5b37d17a7c:g:kZoAAOSwa5ReCdWd
VIP?749507984801,VIP?Boardwalk?BWK4208,11.99,New,https://www.ebay.com/itm/Boardwalk-4208-8-1-2-in-Tampico-Fill-Long-Tan-Handle-Utility-Brush-New/283926423849?hash=item421b556929:g:MfEAAOSwx5le9ICe
VIP?086876160499,VIP?Rubbermaid Commercial?FG648200COBLT,11.99,New,https://www.ebay.com/itm/Rubbermaid-6-in-Long-Plastic-Handle-Scrub-Brush-6482COB-New/392115193702?hash=item5b4be30766:g:JjIAAOSw~RldM6c6
VIP?086876026061,VIP?Rubbermaid Commercial?FG295500BLA,12.99,New,https://www.ebay.com/itm/Rubbermaid-Commercial-295500BK-3-1-2-Gal-Deskside-Wastebasket-Black-New/283619079563?hash=item420903b58b:g:r3EAAOSwjSldg4Eo
VIP?0035000427069,VIP?Palmolive?CPM42706CT,12.99,New,https://www.ebay.com/itm/Palmolive-42706-75-oz-Automatic-Dishwashing-Gel-Lemon-New/333278501459?hash=item4d98f25a53:g:inEAAOSw~dJdPC4A
VIP?087547970003,VIP?Universal?UNV81236VP,12.99,New,https://www.ebay.com/itm/Universal-81236VP-12-Pc-1-2-in-x-1296-in-Invisible-Tape-Clear-New/392361768262?hash=item5b5a957546:g:Xk0AAOSw~BldQDHr
VIP?Does Not Apply,VIP?Makita?782424-9,13.99,New,https://www.ebay.com/itm/Makita-Lock-Nut-Wrench-for-Makita-Grinder-9557NB-782424-9-New/391930804188?hash=item5b40e577dc:g:u38AAOSwDMVdMbEk
VIP?038944525846,VIP?C-Line?52584,14.99,New,https://www.ebay.com/itm/C-Line-52584-50-Pc-Photo-Storage-Pages-for-8-3-1-2-in-x-5-in-Photos-New/333334423380?hash=item4d9c47a754:g:80oAAOSw7Yhdg2Ql
VIP?071709271787,VIP?Carters?27178,14.99,New,https://www.ebay.com/itm/Carters-27178-12-Pc-Large-Desk-Style-Chisel-Tip-Permanent-Marker-Black-New/333580663323?hash=item4daaf4fa1b:g:HecAAOSwgy1ens73
VIP?0072782051419,VIP?Avery?441513,14.99,New,https://www.ebay.com/itm/Avery-5141-100-Pc-3-38-in-x-2-33-in-Printable-Adhesive-Name-Badges-Blue-New/283854788968?hash=item4217105968:g:5cMAAOSwM9hens70
VIP?051131945760,VIP?Post-it Notes?653-24VAD-B,14.99,New,https://www.ebay.com/itm/Post-it-Notes-65324VADB-24-Pck-90-Sheet-Original-Pads-In-Canary-Yellow-New/333583028985?hash=item4dab1912f9:g:YwIAAOSwdIleosTE
VIP?0086486857512,VIP?Smead?SMD85751,14.99,New,https://www.ebay.com/itm/Smead-85751-5-Pc-Letter-Size-Poly-Translucent-Projects-Jackets-Clear-New/333583029770?hash=item4dab19160a:g:C6IAAOSwhI9eosUl
VIP?021200074578,VIP?Scotch?600,14.99,New,https://www.ebay.com/itm/Scotch-600341296-1-in-Core-0-75-in-x-36-YDS-Transparent-Tape-New/333583834234?hash=item4dab255c7a:g:MvcAAOSwby5epBgs
VIP?021200977053,VIP?Scotch?C60-BK,14.99,New,https://www.ebay.com/itm/Scotch-C60BK-1-in-Core-Value-Desktop-Tape-Dispenser-Two-Tone-Black-New/283858617903?hash=item42174ac62f:g:-uMAAOSwD75epBgw
VIP?0078787012448,VIP?Esselte?SER1YEL& ESSSER1YEL& ESSSER1YEL SER1YEL,14.99,New,https://www.ebay.com/itm/Pendaflex-SER1YEL-Personnel-Folders-Letter-Yellow-New/283564915392?hash=item4205c93ac0:g:NxkAAOSwdsBdQCxZ
VIP?086876044102,VIP?Rubbermaid Commercial?FG650900WHT,14.99,New,https://www.ebay.com/itm/Rubbermaid-8-4-5-in-x-8-3-4-in-Square-Container-Lid-White-6509WHI-New/283134442930?hash=item41ec20bdb2:g:CwIAAOSwnaBdM6dE
VIP?072512092378,VIP?Pentel?AL25TC,14.99,New,https://www.ebay.com/itm/Pentel-AL25TC-12-Pc-Icy-5mm-Mechanical-Pencil-Blue-New/283697844020?hash=item420db58f34:g:FvIAAOSwxmldPFUn
VIP?759598212899,VIP?Astrobrights?WAU21289,15.59,New,https://www.ebay.com/itm/Astrobrights-21289-500-Pc-8-1-2-in-x-11-in-Color-Paper-Assorted-New/333281765975?hash=item4d99242a57:g:qUgAAOSwwGNdQCrq
VIP?749507984795,VIP?Boardwalk?BWK4220,15.99,New,https://www.ebay.com/itm/Boardwalk-4220-20-in-Tampico-Fill-Long-Tan-Handle-Utility-Brush-New/333635235603?hash=item4dae35af13:g:tfUAAOSwQfVe9ICf
VIP?077711088023,VIP?Avery Dennison?8802& AVE08802,15.99,New,https://www.ebay.com/itm/Avery-08802-4-in-Cap-Durable-Binder-w-2-Booster-EZD-Rings-Black-New/392361660149?hash=item5b5a93cef5:g:WOkAAOSwB9FdQCD~
VIP?080596030117,VIP?Dremel?663DR,15.99,New,https://www.ebay.com/itm/Dremel-663DR-1-4-in-Diamond-Style-Glass-Drilling-Bit-with-Cutting-Oil-New/392823140560?hash=item5b761570d0:g:ZysAAOSw2CBb4-f6
VIP?039404100375,VIP?Porter-Cable?12057,15.99,New,https://www.ebay.com/itm/Porter-Cable-4-1-2-in-120T-Plywood-Cutting-Circular-Saw-Blade-12057-New/282463778082?hash=item41c4273522:g:WxkAAOSwiHFdMetN
VIP?021200595578,VIP?Post-it Flags?684-ARR2,16.99,New,https://www.ebay.com/itm/Post-it-Flags-684ARR2-100-Pk-20-Color-Arrow-Page-Flags-Five-Assorted-Colors-New/333583029015?hash=item4dab191317:g:H1gAAOSwtMNeosTH
VIP?021200503511,VIP?Post-it Flags?684-ARR3,16.99,New,https://www.ebay.com/itm/Post-it-Flags-684ARR3-96-Pk-24-Color-5-in-Arrow-Page-Flags-Asstd-Primary-New/333583029026?hash=item4dab191322:g:cbMAAOSwmO5eosTK
VIP?079946118650,VIP?X-ACTO?X7761,16.99,New,https://www.ebay.com/itm/X-ACTO-X7761-8-in-Self-Healing-Cutting-Mat-w-Nonslip-Bottom-Gray-New/333281743186?hash=item4d9923d152:g:y6YAAOSwFBVdQCZP
VIP?749507984085,VIP?Boardwalk?BWKMWTMB,17.99,New,https://www.ebay.com/itm/Boardwalk-Microfiber-Mop-Head-Wet-Mop-Medium-Blue-New/392736817560?hash=item5b70f04198:g:quYAAOSwSD9eeRER
VIP?749507981657,VIP?Boardwalk?BWK502GNEA,17.99,New,https://www.ebay.com/itm/Boardwalk-502GN-Cotton-Synthetic-Super-Loop-Wet-Mop-Head-Medium-Green-New/392851523093?hash=item5b77c68615:g:yAcAAOSwgdZe9ICf
VIP?045173065555,VIP?Pacon?6555,17.99,New,https://www.ebay.com/itm/Pacon-500-Pc-9-in-x-12-in-Rainbow-Super-Value-Construction-Paper-Asstd-New/392358394240?hash=item5b5a61f980:g:3zIAAOSw31ddPDHr
VIP?759598210116,VIP?Astrobrights?WAU21011,17.99,New,https://www.ebay.com/itm/Astrobrights-21011-500-Pc-8-1-2-x-11-in-Colored-Paper-Lemon-Yellow-New/333281765757?hash=item4d9924297d:g:cj0AAOSwB5pdQCri
VIP?072838251046,VIP?Pilot?25104,17.99,New,https://www.ebay.com/itm/Pilot-25104-12-Pc-5mm-Precise-V5-Precision-Point-Roller-Ball-Pen-Green-New/283564915611?hash=item4205c93b9b:g:84sAAOSw~BxdQCx0
VIP?086876026030,VIP?Rubbermaid Commercial?FG295500BEIG,17.99,New,https://www.ebay.com/itm/Rubbermaid-3-5-Gal-Deskside-Plastic-Wastebasket-Beige-295500BG-New/332787891699?hash=item4d7bb43df3:g:eIUAAOSwFW9dM6K7
VIP?086876018523,VIP?Rubbermaid Commercial?FG295500GRAY,17.99,New,https://www.ebay.com/itm/Rubbermaid-3-5-Gal-Deskside-Plastic-Wastebasket-Gray-2955GRA-New/332787891700?hash=item4d7bb43df4:g:tScAAOSwl-ddM6LL
VIP?086876043983,VIP?Rubbermaid Commercial?FG630200CLR,17.99,New,https://www.ebay.com/itm/Rubbermaid-2-qt-SpaceSaver-Square-Container-Clear-6302CLE-New/283134442889?hash=item41ec20bd89:g:CZEAAOSwUOBdM6bf
VIP?077511481109,VIP?Bankers Box?48110,17.99,New,https://www.ebay.com/itm/Bankers-Box-48110-Liberty-Binder-Pak-Storage-Box-w-Fastener-White-Blue-New/392327731590?hash=item5b588e1986:g:qJQAAOSwwgddMM-2
VIP?885911192002,VIP?Dewalt?DNP613,17.99,New,https://www.ebay.com/itm/DEWALT-Durable-Clear-Round-Sub-Base-for-Compact-Router-DWP611-DNP613-New/392715199505?hash=item5b6fa66411:g:Z~4AAOSwVVlcpl32
VIP?076174702392,VIP?Dewalt?DWHTTA7055,17.99,New,https://www.ebay.com/itm/DEWALT-5-16-Heavy-Duty-Hammer-Tacker-Staples-5-000pk-DWHTTA7055-New/333505690239?hash=item4da67cfa7f:g:LsoAAOSwJWddMHEh
VIP?885911411844,VIP?DEWALT?DWO1DT802,18.99,New,https://www.ebay.com/itm/DEWALT-0-080-in-x-225-ft-String-Trimmer-Line-DWO1DT802-New/283492254025?hash=item4201748149:g:68MAAOSwDABc5EXS
VIP?762935010027,VIP?Inteplast Group?PB040212,18.99,New,https://www.ebay.com/itm/Inteplast-Group-PB040212-1000-Carton-1-qt-Get-Reddi-Food-Poly-Bag-Clear-New/283926425697?hash=item421b557061:g:4FEAAOSw5r5e9IFi
VIP?076795244219,VIP?DAX?N100MT,18.99,New,https://www.ebay.com/itm/DAX-N100MT-Plaque-In-An-Instant-Kit-w-Certifcates-Mats-Mahogany-New/333281738764?hash=item4d9923c00c:g:pLMAAOSwWkNdQCRO
VIP?086876148992,VIP?Rubbermaid Commercial?FG1962000000,18.99,New,https://www.ebay.com/itm/Rubbermaid-9-1-2-in-High-Heat-Cooks-Scraper-Red-1962RED-New/392115193592?hash=item5b4be306f8:g:MysAAOSw83NdM6BP
VIP?051131973534,VIP?Post-it Notes Super Sticky?675-6SSNRP,19.81,New,https://www.ebay.com/itm/Post-it-Notes-Super-Sticky-6756SSNRP-6-Pc-4-in-Lined-Recycled-Note-Bali-New/333334522411?hash=item4d9c492a2b:g:cJEAAOSwsrFdg312
VIP?045242132461,VIP?Milwaukee?48-39-0551,19.97,New,https://www.ebay.com/itm/Milwaukee-44-7-8-10-14TPI-Band-Saw-Blade-3pk-48-39-0551-New/282387633902?hash=item41bf9d56ee:g:ymoAAOSwihVb41ad
VIP?045242201815,VIP?Milwaukee?48390539,19.97,New,https://www.ebay.com/itm/Milwaukee-24-TPI-Compact-Portable-Band-Saw-Blade-3pk-48-39-0539-New/332148143000?hash=item4d55927398:g:hBwAAOSwvjNeC0VX
VIP?070330506053,VIP?BIC?WOFQD12 WHI,19.99,New,https://www.ebay.com/itm/BIC-WOFQD12WE-12-Pc-20ml-Wite-Out-Quick-Dry-Correction-Fluid-White-New/283618978487?hash=item4209022ab7:g:u4IAAOSwEBhdg1~t
VIP?039800023117,VIP?Energizer?EN92,19.99,New,https://www.ebay.com/itm/Energizer-EN92-Industrial-Alkaline-Battery-AAA-24-Pc-New/283619009764?hash=item420902a4e4:g:ExgAAOSwyRddg2v3
VIP?084001022063,VIP?Pacon?102206,19.99,New,https://www.ebay.com/itm/Pacon-102206-500-Pc-8-1-2-in-x-11-in-Multipurpose-Colored-Paper-Pink-New/283619074410?hash=item420903a16a:g:LFoAAOSwh2ldg38L
VIP?078787208612,VIP?Pendaflex?2086140,19.99,New,https://www.ebay.com/itm/Pendaflex-20861-Plastic-File-Storage-Box-Letter-Black-New/392434473125?hash=item5b5eead8a5:g:7DAAAOSwOqpdg3~d
VIP?051141917115,VIP?Scotch?145-6,19.99,New,https://www.ebay.com/itm/Scotch-1456-6-Pc-1-88-x-800-in-Sure-Start-Packaging-Tape-Clear-New/283619105967?hash=item4209041caf:g:WZkAAOSwpOVdg4fa
VIP?087547151211,VIP?Universal?UNV15121,19.99,New,https://www.ebay.com/itm/Universal-15121-100-Pc-11-Pt-1st-Position-File-Folders-Manila-Legal-New/283619111320?hash=item4209043198:g:DcwAAOSwbsddg4nR
VIP?070330655508,VIP?BIC?BL11 YEL,19.99,New,https://www.ebay.com/itm/BIC-BL11YAW-12-Piece-Chisel-Tip-Brite-Liner-Highlighter-Fluorescent-Yellow-New/333580663413?hash=item4daaf4fa75:g:I2gAAOSwyylens8D
VIP?070330323100,VIP?BIC?BLMG11 YEL,19.99,New,https://www.ebay.com/itm/BIC-BLMG11YW-12-Pc-Brite-Liner-Tank-Style-Highlighter-Fluorescent-Yellow-New/333581454415?hash=item4dab010c4f:g:eT8AAOSwSD9eoCCS
VIP?050000351800,VIP?Coffee-Mate?005000035180,19.99,New,https://www.ebay.com/itm/Coffee-mate-35180BX-50-Piece-Liquid-Coffee-Creamer-Mini-Cups-Hazelnut-New/283856754505?hash=item42172e5749:g:EF8AAOSwqDheoXIT
VIP?021200705137,VIP?Post-it Notes?653AN,19.99,New,https://www.ebay.com/itm/Post-it-Notes-653AN-12-Pck-100-Sheet-Original-Pads-in-Cape-Town-Colors-New/283857691862?hash=item42173ca4d6:g:1gcAAOSw7GheosTG
VIP?051131965393,VIP?Post-it Flags?683-4ABX,19.99,New,https://www.ebay.com/itm/Post-it-Flags-6834ABX-35-Color-4-Colors-Dispensers-Highlighting-Page-Flags-New/392774947165?hash=item5b7336115d:g:pZQAAOSwQzVeosTH
VIP?051141403489,VIP?Post-it Flags?684-SH-OPBLA,19.99,New,https://www.ebay.com/itm/Post-it-Flags-684SHOPBLA-100-Pc-5-in-Arrow-MSG-Page-Flags-5-Asstd-Colors-New/333583029025?hash=item4dab191321:g:nSoAAOSwNZNeosTL
VIP?0095205310528,VIP?Xerox?3R11052,19.99,New,https://www.ebay.com/itm/Xerox-3R11052-500-Ream-8-5-x-11-in-Multipurpose-Pastel-Colored-Paper-Pink-New/283857693500?hash=item42173cab3c:g:aL4AAOSwaKxeosVg
VIP?0078787423558,VIP?Esselte?ESS421013& 843714,19.99,New,https://www.ebay.com/itm/Pendaflex-421013-100-Pc-Interior-File-Folders-Manila-Letter-New/283561977150?hash=item42059c653e:g:WwgAAOSws6ldPDJa
VIP?0073555565126,VIP?Safco?5651BL,19.99,New,https://www.ebay.com/itm/Safco-5651BL-Onyx-12-x-3-in-x-9-in-Steel-Wall-Pocket-Letter-Black-New/283561978682?hash=item42059c6b3a:i:283561978682
VIP?074711878159,VIP?Swingline?S7087815J,19.99,New,https://www.ebay.com/itm/Swingline-87815-25-Sheet-Cap-Optima-Grip-Compact-Stapler-Graphite-New/283561981013?hash=item42059c7455:g:z8AAAOSwPYJdPFae
VIP?885911225359,VIP?Dewalt?DW4925B,19.99,New,https://www.ebay.com/itm/DEWALT-4-in-x-0-020-in-Carbon-Stringer-Wire-Wheel-6-PC-DW4925B-New/283797461136?hash=item4213a59890:g:ujkAAOSwWbVdtCRi
VIP?885911260459,VIP?Dewalt?DWV9120,19.99,New,https://www.ebay.com/itm/DeWalt-DWV9120-35mm-Quality-Rubber-Adapter-for-Dust-Extractor-Black-New/391636739421?hash=item5b2f5e655d:g:3vgAAOSwj6xdMHZP
VIP?050000302123,VIP?Coffee-Mate?CREAMER,19.99,New,https://www.ebay.com/itm/Coffee-Mate-Original-Powdered-Creamer-22oz-Canister/392741980208?hash=item5b713f0830:g:fsQAAOSwpeFefysp
VIP?078731903136,VIP?Dixie?FM207,19.99,New,https://www.ebay.com/itm/Dixie-100-Piece-Plastic-Cutlery-Heavy-Mediumweight-Fork/283829694492?hash=item421591701c:g:mCAAAOSwYcdefytD
VIP?079916731018,VIP?Deflecto?73101,19.99,New,https://www.ebay.com/itm/Deflecto-73101-13-in-x-7-in-Magnetic-Docupocket-Wall-File-Letter-Clear-New/283562927495?hash=item4205aae587:g:39sAAOSwAV5dPeVt
VIP?084001020557,VIP?Pacon?102055,19.99,New,https://www.ebay.com/itm/Pacon-102055-500-Pc-8-1-2-in-x-11-in-Multipurpose-Colored-Paper-Yellow-New/333279607210?hash=item4d990339aa:g:CpAAAOSwSVRdPhad
VIP?084001020595,VIP?Pacon?102059,19.99,New,https://www.ebay.com/itm/Pacon-102059-500-Pc-8-1-2-in-x-11-in-Multipurpose-Colored-Paper-Blue-New/333279607262?hash=item4d990339de:g:h6gAAOSwhfZdPZXG
VIP?0077711479777,VIP?Avery Dennison?47977,19.99,New,https://www.ebay.com/itm/Avery-47977-25-Pc-1-2-in-Cap-2-Pocket-Folder-Green-New/392361664820?hash=item5b5a93e134:g:bFoAAOSwBh9dQCGc
VIP?0077711479791,VIP?Avery Dennison?47979,19.99,New,https://www.ebay.com/itm/Avery-47979-25-Pc-1-2-in-Cap-2-Pocket-Folder-Red-New/283564880354?hash=item4205c8b1e2:g:EQAAAOSwMkJdQCGq
VIP?072782053055,VIP?Avery?05305,19.99,New,https://www.ebay.com/itm/Avery-5305-100-Pc-2-1-2-in-x-8-1-2-in-Medium-Embossed-Tent-Cards-White-New/283564880839?hash=item4205c8b3c7:g:7FAAAOSw07xdQCHZ
VIP?072782053154,VIP?Avery?05315,19.99,New,https://www.ebay.com/itm/Avery-5315-60-Pc-4-1-4-in-x-5-1-2-in-Note-Cards-w-Envelope-White-New/283564880901?hash=item4205c8b405:m:m0JsPc-cL9XJ1JNtyGILsQg
VIP?072782083151,VIP?Avery?08315,19.99,New,https://www.ebay.com/itm/Avery-8315-60-Pc-4-1-4-in-x-5-1-2-in-Matte-Note-Cards-w-Envelope-White-New/283564881815?hash=item4205c8b797:g:c0EAAOSwJqBdQCJG
VIP?072181005914,VIP?Bagcraft?BGC 300591,19.99,New,https://www.ebay.com/itm/Bagcraft-300591-16-in-x-1-1-2-in-Sani-Shield-Toilet-Seat-Band-Blue-White-New/333281734486?hash=item4d9923af56:g:~BgAAOSwaKZdQCKg
VIP?076795261766,VIP?DAX?N15818T,19.99,New,https://www.ebay.com/itm/DAX-N15818T-1-Pc-Wood-Acrylic-Frame-Award-Plaque-Walnut-New/283564887688?hash=item4205c8ce88:g:1JIAAOSw7ytdQCRV
VIP?026000005326,VIP?Elmers?E532,19.99,New,https://www.ebay.com/itm/Elmers-12-Pc-0-88-oz-Extra-Strength-Office-Glue-Stick-New/333281742119?hash=item4d9923cd27:g:3cYAAOSwHgtdQCX3
VIP?026000005562,VIP?Elmers?E556,19.99,New,https://www.ebay.com/itm/Elmers-30-Pc-0-24-oz-Washable-School-Glue-Stick-New/283564894491?hash=item4205c8e91b:g:TdAAAOSwTUpdQCZA
VIP?0759598202609,VIP?Astrobrights?20270,19.99,New,https://www.ebay.com/itm/Astrobrights-20270-500-Pc-8-1-2-x-11-in-Color-Paper-Assorted-Neon-New/333281765462?hash=item4d99242856:g:DbsAAOSwKDBdQCrb
VIP?759598218556,VIP?Astrobrights?21855,19.99,New,https://www.ebay.com/itm/Astrobrights-21855-250-Pc-8-1-2-in-x-11-in-Color-Paper-Terrestrial-Teal-New/283564908129?hash=item4205c91e61:g:6NUAAOSwxohdQCr2
VIP?759598210918,VIP?Astrobrights?22091,19.99,New,https://www.ebay.com/itm/Astrobrights-22091-250-Pc-8-1-2-in-x-11-in-Color-Cardstock-Venus-Violet-New/333281766930?hash=item4d99242e12:g:TjwAAOSwVLVdQCsA
VIP?084001020519,VIP?Pacon?102051,19.99,New,https://www.ebay.com/itm/Pacon-102051-500-Pc-8-1-2-in-x-11-in-Multipurpose-Colored-Paper-Pumpkin-New/283564913665?hash=item4205c93401:g:1hMAAOSwJIhdQCu5
VIP?084001020526,VIP?Pacon?102052,19.99,New,https://www.ebay.com/itm/Pacon-102052-500-Pc-8-1-2-in-x-11-in-Multipurpose-Colored-Paper-Pink-New/283564913725?hash=item4205c9343d:g:mvYAAOSwj0JdQCu-
VIP?084001020533,VIP?Pacon?102053,19.99,New,https://www.ebay.com/itm/Pacon-102053-500-Pc-8-1-2-in-x-11-in-Multipurpose-Colored-Paper-Lime-New/283564913827?hash=item4205c934a3:g:bMQAAOSw7RNdQCvF
VIP?084001020540,VIP?Pacon?102054,19.99,New,https://www.ebay.com/itm/Pacon-102054-500-Pc-8-1-2-in-x-11-in-Multipurpose-Colored-Paper-Red-New/392361722049?hash=item5b5a94c0c1:g:PN4AAOSwk9pdQCvL
VIP?078787484344,VIP?Esselte?48434,19.99,New,https://www.ebay.com/itm/Pendaflex-48434-100-Pc-Cutless-Watershed-File-Folders-Letter-Assorted-New/392361725202?hash=item5b5a94cd12:g:buoAAOSwSxpdQCwV
VIP?072838310033,VIP?Pilot?31003,19.99,New,https://www.ebay.com/itm/Pilot-31003-12-Pc-5mm-G2-Premium-Retractable-Gel-Ink-Pen-Blue-New/283564915651?hash=item4205c93bc3:g:jb8AAOSwraRdQCx5
VIP?072838386007,VIP?Pilot?38600,19.99,New,https://www.ebay.com/itm/Pilot-38600-12-Pc-5mm-P-500-Precise-Gel-Roller-Ball-Pen-Black-New/333281772126?hash=item4d9924425e:g:6tUAAOSwTyxdQCyU
VIP?034138750209,VIP?Quartet?7502,19.99,New,https://www.ebay.com/itm/Quartet-7502-2-Pc-1-1-2-3-in-Adjustable-Cubicle-Hangers-Aluminum-Black-New/333281773056?hash=item4d99244600:g:BxYAAOSwakxdQCz7
VIP?0086486103206,VIP?Smead?SMD10320,19.99,New,https://www.ebay.com/itm/Smead-10320-100-Pc-1-Ply-Top-Tab-File-Folders-Letter-Manila-New/392361736169?hash=item5b5a94f7e9:g:TQQAAOSwyVRdQC3Z
VIP?086486103312,VIP?Smead?10331,19.99,New,https://www.ebay.com/itm/Smead-10331-100-Pc-1-3-Cut-1st-Position-File-Folders-Letter-Manila-New/283564918463?hash=item4205c946bf:g:KZUAAOSwdVpdQC3h
VIP?086486103398,VIP?Smead?10339,19.99,New,https://www.ebay.com/itm/Smead-10339-100-Pc-1-3-Cut-1-Ply-Recycled-File-Folders-Letter-Manila-New/283564918537?hash=item4205c94709:g:~jIAAOSwFaldQC3u
VIP?0086486640596,VIP?Smead?64059,19.99,New,https://www.ebay.com/itm/Smead-64059-25-Pc-Hanging-File-Folders-Assorted-Colors-Letter-New/283564918721?hash=item4205c947c1:g:WtUAAOSwe8ldQC4J
VIP?086486703888,VIP?Smead?70388,19.99,New,https://www.ebay.com/itm/Smead-70388-12-Pocket-Jan-Dec-Expanding-File-Letter-New/392361737812?hash=item5b5a94fe54:g:6UsAAOSwM0RdQC4l
VIP?0086486704304,VIP?Smead?SMD70430& 70430,19.99,New,https://www.ebay.com/itm/Smead-70430-21-Pocket-Legal-A-Z-Open-Expanding-File-New/392361737899?hash=item5b5a94feab:g:reUAAOSwl7RdQC4t
VIP?761475619400,VIP?Unger?PR350,19.99,New,https://www.ebay.com/itm/Unger-PR350-14-in-Pro-Stainless-Steel-Blade-Window-Squeegee-New/283564926278?hash=item4205c96546:g:whUAAOSwqKFdQC~a
VIP?0087547081051,VIP?Universal?8105,19.99,New,https://www.ebay.com/itm/Universal-08105-13-1-4-in-x-9-in-5-Section-Plastic-Incline-Sorter-Black-New/333281783698?hash=item4d99246f92:g:FqwAAOSwg5tdQDAH
VIP?0087547151105,VIP?Universal?1511040,19.99,New,https://www.ebay.com/itm/Universal-15110-100-Pc-11-Pt-1-Ply-Top-Tab-File-Folders-Manila-Legal-New/283564928677?hash=item4205c96ea5:g:b5UAAOSwhktdQDDH
VIP?0087547151150,VIP?Universal?15115,19.99,New,https://www.ebay.com/itm/Universal-15115-100-Pc-11-Pt-1-Ply-Assorted-File-Folders-Manila-Legal-New/392361760379?hash=item5b5a95567b:g:qTwAAOSw3QldQDDP
VIP?0087547151228,VIP?Universal?15122,19.99,New,https://www.ebay.com/itm/Universal-15122-100-Pc-11-Pt-2nd-Position-File-Folders-Manila-Legal-New/333281787534?hash=item4d99247e8e:g:WbUAAOSw~DldQDDW
VIP?087547352618,VIP?Universal?UNV35261,19.99,New,https://www.ebay.com/itm/Universal-35261-100-Pc-6-1-2-in-x-9-1-2-in-Clasp-Envelope-Brown-Kraft-New/392361762600?hash=item5b5a955f28:g:3VIAAOSwPWNdQDE0
VIP?087547420003,VIP?Universal?UNV42000,19.99,New,https://www.ebay.com/itm/Universal-42000-12-Pc-50-Sheet-Narrow-Rule-Glued-Top-Pad-Canary-New/392361763417?hash=item5b5a956259:g:G-8AAOSwXF5dQDFl
VIP?041215111341,VIP?Handi-Bag?HAB 6FT60,19.99,New,https://www.ebay.com/itm/Handi-Bag-HAB6FT60-60-Pc-30-x-33-in-Large-30-Gal-Cap-Trash-Bags-Black-New/283564931702?hash=item4205c97a76:g:A1UAAOSwmrJdQDIM
